"ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","TF"
"Gmeb1",0.350983160989613,2.62934210473172,0.277653400095585,0.785768095166225,0.997170952052077,-4.59664495706111,"Gmeb1"
"Six4",-0.675827730508379,5.25562345399227,-0.27213310869288,0.789914440624111,0.997170952052077,-4.59665032802798,"Six4"
"Stat5a::Stat5b",0.482578804643092,4.65586398984658,0.264617678515764,0.795570081018602,0.997170952052077,-4.59665747075446,"Stat5a::Stat5b"
"Ascl2",0.718306558099266,7.17850236905822,0.264518506339076,0.795644793231701,0.997170952052077,-4.5966575637012,"Ascl2"
"Spi1",0.961022569687678,11.1981704057549,0.263275740066586,0.796581219998888,0.997170952052077,-4.59665872556482,"Spi1"
"Hoxa11",-0.286946609863992,1.70898178372181,-0.261944559040104,0.797584632230272,0.997170952052077,-4.59665996415005,"Hoxa11"
"Thap11",0.6661572540176,6.98193308106396,0.25471072015356,0.803043846973971,0.997170952052077,-4.59666658735767,"Thap11"
"Hmx2",-0.276550363802376,1.26694106511984,-0.251654095389526,0.805353877808742,0.997170952052077,-4.59666933136129,"Hmx2"
"Atf1",0.782818087523836,7.90742324296467,0.2513363657508,0.805594110479498,0.997170952052077,-4.59666961473189,"Atf1"
"Prdm14",-0.536581869859284,4.85281576220557,-0.250473807465364,0.806246387247579,0.997170952052077,-4.59667038224439,"Prdm14"
"Alx1",-0.303567147154571,2.19705356778378,-0.247458059296917,0.808528118051333,0.997170952052077,-4.59667304535113,"Alx1"
"Olig2",0.713430394760772,8.10901574714448,0.246017014589836,0.80961906719447,0.997170952052077,-4.59667430671909,"Olig2"
"Dmrt1",-0.380059538971735,2.88741293007225,-0.240562246844249,0.813752366520284,0.997170952052077,-4.59667901588383,"Dmrt1"
"Atf3",0.434056872939574,4.05048549038285,0.236704447595823,0.81667910491447,0.997170952052077,-4.59668228378024,"Atf3"
"Ikzf3",0.931227630535785,12.5171709290761,0.234976736789581,0.817990775182046,0.997170952052077,-4.59668373047811,"Ikzf3"
"Lhx4",-0.275697005665255,2.18237362768326,-0.229062791023196,0.822484924143232,0.997170952052077,-4.5966886036545,"Lhx4"
"Jun",0.409922858768195,3.71360546821025,0.222057340504754,0.827816992540788,0.997170952052077,-4.5966942181381,"Jun"
"Foxj2",0.298985944602363,2.73042264388737,0.217079249549768,0.83161141295298,0.997170952052077,-4.59669810345705,"Foxj2"
"Ptf1A",-0.496129625384972,4.80360639042892,-0.21577855416345,0.832603564882964,0.997170952052077,-4.59669910433017,"Ptf1A"
"Neurod2",0.580237339855801,7.54413331407033,0.214563521942291,0.83353064470549,0.997170952052077,-4.59670003393184,"Neurod2"
"Isl1",-0.407145086315868,4.46154995125141,-0.213981771642161,0.8339746171825,0.997170952052077,-4.59670047718825,"Isl1"
"Nr1H4",-0.435392986310218,5.0425970080823,-0.213873459930926,0.8340572836444,0.997170952052077,-4.59670055958386,"Nr1H4"
"Nr2e3",-0.374932696166413,3.7289521837463,-0.210608636637874,0.836550048084757,0.997170952052077,-4.59670302391918,"Nr2e3"
"Stat5a",0.386493550565883,4.63429134237878,0.210379543671318,0.836725035152284,0.997170952052077,-4.59670319543851,"Stat5a"
"Npas2",-0.531878957374788,6.01839609493245,-0.209979558096353,0.837030576100603,0.997170952052077,-4.59670349446196,"Npas2"
"Nfatc1",0.262180114772366,2.45697293169892,0.201957517402323,0.843164212185811,0.997170952052077,-4.59670937307577,"Nfatc1"
"Mlxip",-0.415267505464786,4.78620772628155,-0.200140386251065,0.844555087565678,0.997170952052077,-4.59671067329098,"Mlxip"
"Tfcp2l1",0.61196871549309,8.46200400440094,0.200118274202909,0.844572016014131,0.997170952052077,-4.5967106890414,"Tfcp2l1"
"Hnf1A",0.335428206356043,4.42353053929546,0.195190924123005,0.848346269874946,0.997170952052077,-4.59671415592851,"Hnf1A"
"Prdm4",0.382643048982132,4.75592825225655,0.192493406660097,0.850414176662033,0.997170952052077,-4.59671601773378,"Prdm4"
"Shox2",-0.230896447338056,1.99369711172535,-0.190895112255881,0.851639969381442,0.997170952052077,-4.59671710878303,"Shox2"
"Nr1h3::Rxra",-0.374643299501682,4.68015766668201,-0.190288978933351,0.852104941499839,0.997170952052077,-4.59671752019817,"Nr1h3::Rxra"
"Runx1",0.364558092812474,5.21543573934274,0.187304576545743,0.854395150515034,0.997170952052077,-4.59671952700578,"Runx1"
"Vdr",-0.306033870808801,4.21357994928599,-0.172441933848934,0.865820740783662,0.997170952052077,-4.59672905360541,"Vdr"
"Gata3",-0.306804735302716,3.12191716077951,-0.168251514742994,0.869047925206229,0.997170952052077,-4.59673159866727,"Gata3"
"Rarg",-0.35565594047186,5.01359629397906,-0.167277199244691,0.86979863206306,0.997170952052077,-4.59673218153023,"Rarg"
"Gli1",0.494855525680411,8.35054506873629,0.161152276162963,0.874520852466143,0.997170952052077,-4.59673576876638,"Gli1"
"Nfatc2",0.20576899585345,2.33519512927685,0.160121982710551,0.875315691172118,0.997170952052077,-4.59673635914995,"Nfatc2"
"Rarb",-0.297883902463679,4.62136292054527,-0.154785192150392,0.879435096521215,0.997170952052077,-4.59673935713167,"Rarb"
"Rarb",-0.334401981643988,5.27416620495325,-0.152738146311039,0.881016166598257,0.997170952052077,-4.59674048031592,"Rarb"
"Dlx3",-0.202389764114936,2.33766266391623,-0.150864578765697,0.882463714759947,0.997170952052077,-4.5967414953051,"Dlx3"
"Sox1",0.231457848355821,3.23286867289235,0.144293213181495,0.887544305808627,0.997170952052077,-4.59674495694727,"Sox1"
"Rbpjl",-0.323057541553565,4.85709199569201,-0.142689559185993,0.888784953228026,0.997170952052077,-4.59674577847262,"Rbpjl"
"Hmx1",-0.165307379210401,1.53008985050014,-0.142604204403698,0.888850995521418,0.997170952052077,-4.59674582194278,"Hmx1"
"Neurod2",-0.339855669999694,5.070136140591,-0.142006411941791,0.889313554894796,0.997170952052077,-4.59674612566689,"Neurod2"
"Erg",0.502062840982631,10.8058167457526,0.140963172293208,0.890120893275842,0.997170952052077,-4.59674665267526,"Erg"
"NR5A1",0.251279916049193,4.98374707447274,0.134991046312647,0.894745014024895,0.997170952052077,-4.59674959524137,"NR5A1"
"Sox6",0.238103922859526,5.51425585227723,0.128894969208351,0.899469251643759,0.997170952052077,-4.59675246826116,"Sox6"
"Pou5f1::Sox2",-0.141314259142796,1.75498811051806,-0.12212648451756,0.904719261373537,0.997170952052077,-4.59675550346178,"Pou5f1::Sox2"
"Dlx5",0.146051143413738,2.04427783251563,0.121669346506737,0.905074014361577,0.997170952052077,-4.59675570258446,"Dlx5"
"Msgn1",-0.230384672660467,4.5195176006431,-0.119487944555214,0.906767140095884,0.997170952052077,-4.59675664253517,"Msgn1"
"Nkx3-1",-0.156950292225147,2.73136752058826,-0.106103084772953,0.917166082218788,0.997170952052077,-4.59676203920864,"Nkx3-1"
"Smad4",0.214923311395189,5.31516178458118,0.104125696537773,0.918703749925872,0.997170952052077,-4.59676278238576,"Smad4"
"Mecom",-0.158835808321017,3.21700518295033,-0.0973783842915684,0.923953163851745,0.997170952052077,-4.59676521337883,"Mecom"
"Ptf1a",0.158267028002895,3.02021890453875,0.0965573530930865,0.924592185726483,0.997170952052077,-4.59676549811238,"Ptf1a"
"Stat6",0.137502174461884,3.08364012286691,0.094955881152085,0.925838794052044,0.997170952052077,-4.59676604658534,"Stat6"
"Creb5",0.149296269667546,3.56662572469567,0.0880699127443065,0.931201215514376,0.997170952052077,-4.59676830065921,"Creb5"
"Atoh1",-0.227254801652363,5.77742774788487,-0.0879690802844733,0.931279765130705,0.997170952052077,-4.59676833240922,"Atoh1"
"Spz1",-0.180700219895587,4.85737245458162,-0.0866896584742336,0.932276514028165,0.997170952052077,-4.59676873212102,"Spz1"
"Hand1::Tcf3",-0.140256999674659,3.42196604488839,-0.0842522805258496,0.934175711022544,0.997170952052077,-4.59676947743,"Hand1::Tcf3"
"Nr2f6",-0.126848641115705,3.57915233366036,-0.0816958606685639,0.936168116872442,0.997170952052077,-4.59677023635394,"Nr2f6"
"Tbx6",-0.172451281696057,4.62989330036537,-0.0808639709588495,0.936816567124195,0.997170952052077,-4.59677047828513,"Tbx6"
"Dlx2",0.0955267478505097,2.05747523070569,0.0795134279166184,0.937869402782515,0.997170952052077,-4.59677086578942,"Dlx2"
"Lef1",0.115372300626328,3.17818408520048,0.0788979242966687,0.938349268244754,0.997170952052077,-4.59677104023204,"Lef1"
"Dlx4",-0.0896984453828924,1.90728694150837,-0.0784777575107768,0.938676857579471,0.997170952052077,-4.59677115853637,"Dlx4"
"Creb3l2",-0.17822789012629,5.8113085915373,-0.0782965214640641,0.938818164581086,0.997170952052077,-4.5967712093715,"Creb3l2"
"Arx",-0.0859582302573277,1.81029051828988,-0.0766744226671554,0.940082986172056,0.997170952052077,-4.59677165913243,"Arx"
"Nrf1",0.530964519163958,20.5740993177969,0.0727257684613866,0.943162627257633,0.997170952052077,-4.5967727146932,"Nrf1"
"Crx",-0.136011764731551,4.56871964052155,-0.0720438142918446,0.943694596165242,0.997170952052077,-4.59677289135356,"Crx"
"Arnt",0.204233663666549,8.44447097281145,0.0646198143131185,0.949487569795986,0.997170952052077,-4.59677470701841,"Arnt"
"ARNT::HIF1A",0.0759765090503016,3.15790593872313,0.057581346541955,0.954982485960181,0.997170952052077,-4.59677624645755,"ARNT::HIF1A"
"Sox5",-0.0958380686550665,4.41837604974662,-0.0537685694563651,0.957960134700593,0.997170952052077,-4.59677700640652,"Sox5"
"Esrrg",-0.0791815966392215,3.78019415249905,-0.049170005796531,0.961552327940791,0.997170952052077,-4.59677785379836,"Esrrg"
"Rarg",0.0956978060690655,5.06179958403681,0.0483925238893575,0.962159751052821,0.997170952052077,-4.59677798959096,"Rarg"
"Dux",-0.0690488367154292,2.79595094725825,-0.0482495496819144,0.962271455175069,0.997170952052077,-4.59677801432697,"Dux"
"Nr5A2",0.0853334894963707,4.5029940476905,0.0467682023906699,0.963428863447625,0.997170952052077,-4.59677826631086,"Nr5A2"
"Sox3",-0.0801021203558619,4.3847964659049,-0.044044577834984,0.965557113254383,0.997170952052077,-4.59677870912212,"Sox3"
"Elf5",0.113582062036455,8.46802517561058,0.0408618669227234,0.968044442591851,0.997170952052077,-4.59677919293792,"Elf5"
"Foxn1",0.285731304760499,20.2739412361065,0.0406932281930512,0.968176245895112,0.997170952052077,-4.59677921756202,"Foxn1"
"Nr1H2",0.05986441830212,3.30838383027586,0.039791839709411,0.968880762313431,0.997170952052077,-4.59677934745397,"Nr1H2"
"Mafb",0.0570017942962582,3.14137650574224,0.0356362768980995,0.972129052550756,0.997170952052077,-4.59677990867153,"Mafb"
"Nfe2l2",0.0487600690707143,3.98320022980336,0.0259835006707934,0.97967626515109,0.997170952052077,-4.5967809737256,"Nfe2l2"
"Rxra",-0.0260283084658076,3.74264574510185,-0.0167215047119622,0.986919868619843,0.997170952052077,-4.5967816820246,"Rxra"
"Zfp335",0.0250836743930935,7.03248999013056,0.0100328928220433,0.992151676415412,0.997170952052077,-4.59678200249221,"Zfp335"
"Arid5a",-0.010448370601561,1.26443793712872,-0.00976590247304778,0.992360524832562,0.997170952052077,-4.5967820119588,"Arid5a"
"Hic1",-0.0234258934094584,6.77389515746471,-0.00883570984877834,0.993088155833899,0.997170952052077,-4.59678204294609,"Hic1"
"Hmx3",0.00580566569462414,1.11523496036055,0.00547160132225841,0.995719734610357,0.997170952052077,-4.59678212914272,"Hmx3"
"Sox17",-0.00604526786953041,4.09411259585084,-0.00361645228645754,0.997170952052077,0.997170952052077,-4.59678215933628,"Sox17"
